nl	en	fr	de	references	usage	description
Tussenwand	Partition wall	Mur de refend	Trennwand	AAT/Haslinghuis		
Tussenwand	Partition wall	Mur de séparation	Trennwand	AAT/Haslinghuis		
twil	crutch	cornet	eingezogenes Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
twil	crutch	fourcat	eingezogenes Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
twil	crutch	varangué acculée	eingezogenes Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
twil	rising floor timber	cornet	eingezogenes Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
twil	rising floor timber	fourcat	eingezogenes Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
twil	rising floor timber	varangué acculée	eingezogenes Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
uitlegger	head rail	herpe	Galionsregel	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Vakwerk	Timber framing	Pan de bois	Fachwerk	AAT/Haslinghuis		
Vakwerkbouw	Framed building	Charpente à treilis	Fachwerkbau	Haslinghuis		
Vakwerkbouw	Framed building	Charpente triangulée	Fachwerkbau	Haslinghuis		
Vakwerkbouw	Half timber work	Charpente à treilis	Fachwerkbau	Haslinghuis		
Vakwerkbouw	Half timber work	Charpente triangulée	Fachwerkbau	Haslinghuis		
valling	raking 	inclinaison	Fall	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
valling	raking 	inclinaison	Schrägwinkel	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
valling	raking 	inclinaison	Überfall 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Vat	Vat	Cuve	Fass	ABR		
Vat	Vat	tonneau	Fass	ABR		
Vat	Vat	Cuve	Tonne	ABR		
Vat	Vat	tonneau	Tonne	ABR		
veer	mortice	mortaise	Feder 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
veer	mortise 	mortaise	Feder 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
veer-en-deuvel(-verbinding)	mortice-and-tenon	tenons et mortaises	Nut-Feder-Verbindung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
veer-en-deuvel(-verbinding)	mortise-and-tenon (joint) 	tenons et mortaises	Nut-Feder-Verbindung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Venster	Window	Fenêtre	Fenster	Haslinghuis		
Vensterstijl	Mullion	Meneau	Pfosten	Haslinghuis		
Vensterstijl	Mullion	Montant	Pfosten	Haslinghuis		
Verbindingsrib	Lierne rib	Lierne	Nebenrippe	Haslinghuis		Use broadly for all sorts of walls constructed to resist attack
Verdedigingsmuur	Defensive wall	Muraille	  Unbekannt 	AAT		
Verdedigingswerk	Defensive work	Construction défensive	Befestigungsanlage	AAT/KICH	Versterking	General term for any works made to oppose a small number of troops against a greater
Verdedigingswerk	Defensive work	ouvrage de défense	Befestigungsanlage	AAT/KICH	Versterking	General term for any works made to oppose a small number of troops against a greater
Verdedigingswerk	Fortification	Construction défensive	Befestigungsanlage	AAT/KICH		Use for the habitable spaces between two floors of a building or between a floor and the roof, and for the horizontal divisions of the exteriors of buildings which tend to correspond to this division of the interior spaces
Verdedigingswerk	Fortification	ouvrage de défense	Befestigungsanlage	AAT/KICH		Use for the habitable spaces between two floors of a building or between a floor and the roof, and for the horizontal divisions of the exteriors of buildings which tend to correspond to this division of the interior spaces
Verdedigingswerk	Defensive work	Construction défensive	Festungswerk	AAT/KICH	Versterking	General term for any works made to oppose a small number of troops against a greater
Verdedigingswerk	Defensive work	ouvrage de défense	Festungswerk	AAT/KICH	Versterking	General term for any works made to oppose a small number of troops against a greater
Verdedigingswerk	Fortification	Construction défensive	Festungswerk	AAT/KICH		Use for the habitable spaces between two floors of a building or between a floor and the roof, and for the horizontal divisions of the exteriors of buildings which tend to correspond to this division of the interior spaces
Verdedigingswerk	Fortification	ouvrage de défense	Festungswerk	AAT/KICH		Use for the habitable spaces between two floors of a building or between a floor and the roof, and for the horizontal divisions of the exteriors of buildings which tend to correspond to this division of the interior spaces
Verdedigingswerk	Defensive work	Construction défensive	Wehrbau	AAT/KICH	Versterking	General term for any works made to oppose a small number of troops against a greater
Verdedigingswerk	Defensive work	ouvrage de défense	Wehrbau	AAT/KICH	Versterking	General term for any works made to oppose a small number of troops against a greater
Verdedigingswerk	Fortification	Construction défensive	Wehrbau	AAT/KICH		Use for the habitable spaces between two floors of a building or between a floor and the roof, and for the horizontal divisions of the exteriors of buildings which tend to correspond to this division of the interior spaces
Verdedigingswerk	Fortification	ouvrage de défense	Wehrbau	AAT/KICH		Use for the habitable spaces between two floors of a building or between a floor and the roof, and for the horizontal divisions of the exteriors of buildings which tend to correspond to this division of the interior spaces
Verdieping	Floor	Étage	Geschoss	AAT/Haslinghuis		
Verdieping	Storey	Étage	Geschoss	AAT/Haslinghuis		
Verdieping	Story	Étage	Geschoss	AAT/Haslinghuis		
Verdieping	Floor	Étage	Stock	AAT/Haslinghuis		
Verdieping	Storey	Étage	Stock	AAT/Haslinghuis		
Verdieping	Story	Étage	Stock	AAT/Haslinghuis		
Verdieping	Floor	Étage	Stockwerk	AAT/Haslinghuis		
Verdieping	Storey	Étage	Stockwerk	AAT/Haslinghuis		
Verdieping	Story	Étage	Stockwerk	AAT/Haslinghuis		
verschansing	bulwark	pavois	Schanzkleid	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Versterking	Fortification	Fortification	Befestigung	ABR/Haslinghuis		
Versterkt huis	Manor house	  Inconnu	  Unbekannt 	ABR/AAT		Huizen van heren gelegen op heerlijkheden
Verstijving	Stiffening	Contreventement	Aussteifung	AAT/Haslinghuis		
Verstijving	Stiffening	Contreventement	Versteifung	AAT/Haslinghuis		
Vertakking	Branching	Embranchement	Verästelung			
Vertrek	Chamber	Chambre	Kammer	Haslinghuis		
Vertrek	Chamber	Pièce	Kammer	Haslinghuis		
Vertrek	Room	Chambre	Kammer	Haslinghuis		Use for large, permanent, heavily fortified, defensive military positions, sometimes including a town. Larger and stronger than forts.
Vertrek	Room	Pièce	Kammer	Haslinghuis		Use for large, permanent, heavily fortified, defensive military positions, sometimes including a town. Larger and stronger than forts.
Vertrek	Chamber	Chambre	Raum	Haslinghuis		
Vertrek	Chamber	Pièce	Raum	Haslinghuis		
Vertrek	Room	Chambre	Raum	Haslinghuis		Use for large, permanent, heavily fortified, defensive military positions, sometimes including a town. Larger and stronger than forts.
Vertrek	Room	Pièce	Raum	Haslinghuis		Use for large, permanent, heavily fortified, defensive military positions, sometimes including a town. Larger and stronger than forts.
Vesting	Fortress	Forteresse	Festung	AAT/ABR/Haslinghuis		
Viool	Violin	Violon	Viola			
vioolblok	long tackle block	poulie violon	Violinblock	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
vioolstuk	bowsprit bees	tarquet de beaupré	Bugsprietklampe	ZL		shipsterm
vioolstuk	bowsprit bees	violon de beaupré	Bugsprietklampe	ZL		shipsterm
vioolstuk	bowsprit bees	tarquet de beaupré	Bugsprietvioline	ZL		shipsterm
vioolstuk	bowsprit bees	violon de beaupré	Bugsprietvioline	ZL		shipsterm
viskaar	creel	boutique	Fishkasten			
Visweer	Fish weir	temps pour la pêche	Fischwehr	AAT		De weer bestaat uit 2 zeer lange staketsels (vleugels) van takken of staken die in een V-vorm geplaatst zijn. De punt van de V, waar de vleugels van weerhout samenkomen, bevindt zich steeds in het diepere water. Bij de punt van de V bevindt zich het fuikgat met aan weerszijden sterke palen, die een schuif steunen waarmee het fuikgat bij hoogwater afgesloten wordt.
vlaggenmast	ensign staff	mât de pavillon arrière	Flaggenmast	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
vlak	bottom, floor 	carène	Boden	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
vlak	bottom, floor 	fond	Boden	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
vlak	bottom, floor 	sole	Boden	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
vlak	bottom, floor 	carène	Schiffsboden 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
vlak	bottom, floor 	fond	Schiffsboden 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
vlak	bottom, floor 	sole	Schiffsboden 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
vlakgang	bottom strake 	virure de bordage	Bodengang 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
vlakplank	bottom plank 	bordage de la carène	Bodenplanke 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Vlechtwerk	Mat work	Treillis	Ausstakung	Haslinghuis		
Vlechtwerk	Mat work	Treillis	Flechtwerk	Haslinghuis		
Vlechtwerk	Interweaving	Traveau de nattage	Geflecht			
Vlechtwerk	Interweaving	Traveau de tressage	Geflecht			
Vlechtwerk	Plaiting	Traveau de nattage	Geflecht			
Vlechtwerk	Plaiting	Traveau de tressage	Geflecht			
Vlechtwerk	Wattle	Traveau de nattage	Geflecht			
Vlechtwerk	Wattle	Traveau de tressage	Geflecht			
Vleugel	Aisle	Aile	Flügel	AAT/Haslinghuis	Zijvleugel	Includes both passages between sections of seats and the side divisions of buildings where the interior is divided into parts by columns or piers
Vliedberg	Refuge hill	Place-refuge	Fliehberg	ABR		
Vliering	Attic	Soupente	Oberboden	AAT/Haslinghuis	Vlier(ing)zolder	Use for small unfinished attic spaces immediately below roof ridges; Use for enclosed spaces under sloping roofs, between the roof and the ceiling of the uppermost story, especially in houses, whether used for storage or habitation. For open platforms in houses set close to ceilings or for large spaces below the roofs of commercial buildings or warehouses, use lofts (upper level floors)
Vliering	Attic	Soupente	Oberboden	AAT/Haslinghuis	Vlier(ing)zolder	Use for small unfinished attic spaces immediately below roof ridges; Use for enclosed spaces under sloping roofs, between the roof and the ceiling of the uppermost story, especially in houses, whether used for storage or habitation. For open platforms in houses set close to ceilings or for large spaces below the roofs of commercial buildings or warehouses, use lofts (upper level floors)
Vliering	Cockloft	Soupente	Oberboden	AAT/Haslinghuis	Vlier(ing)zolder	Use for small unfinished attic spaces immediately below roof ridges; Use for enclosed spaces under sloping roofs, between the roof and the ceiling of the uppermost story, especially in houses, whether used for storage or habitation. For open platforms in houses set close to ceilings or for large spaces below the roofs of commercial buildings or warehouses, use lofts (upper level floors)
Vliering	Cockloft	Soupente	Oberboden	AAT/Haslinghuis	Vlier(ing)zolder	Use for small unfinished attic spaces immediately below roof ridges; Use for enclosed spaces under sloping roofs, between the roof and the ceiling of the uppermost story, especially in houses, whether used for storage or habitation. For open platforms in houses set close to ceilings or for large spaces below the roofs of commercial buildings or warehouses, use lofts (upper level floors)
Vliering	Attic	Soupente	Oberes Dachgeschoss	AAT/Haslinghuis	Vlier(ing)zolder	Use for small unfinished attic spaces immediately below roof ridges; Use for enclosed spaces under sloping roofs, between the roof and the ceiling of the uppermost story, especially in houses, whether used for storage or habitation. For open platforms in houses set close to ceilings or for large spaces below the roofs of commercial buildings or warehouses, use lofts (upper level floors)
Vliering	Attic	Soupente	Oberes Dachgeschoss	AAT/Haslinghuis	Vlier(ing)zolder	Use for small unfinished attic spaces immediately below roof ridges; Use for enclosed spaces under sloping roofs, between the roof and the ceiling of the uppermost story, especially in houses, whether used for storage or habitation. For open platforms in houses set close to ceilings or for large spaces below the roofs of commercial buildings or warehouses, use lofts (upper level floors)
Vliering	Cockloft	Soupente	Oberes Dachgeschoss	AAT/Haslinghuis	Vlier(ing)zolder	Use for small unfinished attic spaces immediately below roof ridges; Use for enclosed spaces under sloping roofs, between the roof and the ceiling of the uppermost story, especially in houses, whether used for storage or habitation. For open platforms in houses set close to ceilings or for large spaces below the roofs of commercial buildings or warehouses, use lofts (upper level floors)
Vliering	Cockloft	Soupente	Oberes Dachgeschoss	AAT/Haslinghuis	Vlier(ing)zolder	Use for small unfinished attic spaces immediately below roof ridges; Use for enclosed spaces under sloping roofs, between the roof and the ceiling of the uppermost story, especially in houses, whether used for storage or habitation. For open platforms in houses set close to ceilings or for large spaces below the roofs of commercial buildings or warehouses, use lofts (upper level floors)
Vloer	Floor	Sol	Fussboden	Haslinghuis		
Vloerbalk	Floor joist	Solive	Flurträger 	Haslinghuis		
vloerlegger	floortimber	varangue	Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
vloerlegger	floortimber	varangue	Lieger	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
vloerwrang	floortimber	varangue	Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
vloerwrang	floortimber	varangue	Lieger	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
Vluchtberg	Refuge hill	Place-refuge	Fliehberg	Haslinghuis		
Voertuig	Vehicle	Véhicule	Fahrzeug	ABR		
Voertuig	Vehicle	Véhicule	Wagen	ABR		
Voetplaat	Sill	Seuil	Schwelle	Haslinghuis		
volling (?) = vulling	limberpassage	anguiller	Füllung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
volling (?) = vulling	limberpassage	canal des anguillers	Füllung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
volling (?) = vulling	limberpassage	vitonnière de cale	Füllung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
volling (?) = vulling	limbers	anguiller	Füllung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
volling (?) = vulling	limbers	canal des anguillers	Füllung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
volling (?) = vulling	limbers	vitonnière de cale	Füllung	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
voorbramra	fore topgallant yard	vergue de petit perroquet	Vorbramrah	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
voorbramsteng	fore topgallant mast	petit mât de perroquet	Vorbramstenge	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Voorburcht	bailey	Château-bas	Niederburg	AAT/Haslinghuis		In complex castles, the spaces between the outer and inner walls
Voorburcht	bailey	ouvrage avancé	Niederburg	AAT/Haslinghuis		In complex castles, the spaces between the outer and inner walls
Voorburcht	Outer bailey	Château-bas	Niederburg	AAT/Haslinghuis		In complex castles, the spaces between the outer and inner walls
Voorburcht	Outer bailey	ouvrage avancé	Niederburg	AAT/Haslinghuis		In complex castles, the spaces between the outer and inner walls
Voorburcht	bailey	Château-bas	Vorburg	AAT/Haslinghuis		In complex castles, the spaces between the outer and inner walls
Voorburcht	bailey	ouvrage avancé	Vorburg	AAT/Haslinghuis		In complex castles, the spaces between the outer and inner walls
Voorburcht	Outer bailey	Château-bas	Vorburg	AAT/Haslinghuis		In complex castles, the spaces between the outer and inner walls
Voorburcht	Outer bailey	ouvrage avancé	Vorburg	AAT/Haslinghuis		In complex castles, the spaces between the outer and inner walls
Voorgevel	Front facade	Façade	Fassade	AAT/Haslinghuis	Front (Eng)	Use for those surfaces or portions of objects that face forward or are regarded as the most important or useful. For the adjective describing the location of something at or near the front of something, use front from the Attributes and Properties hierarchy; Use for those exterior faces of a building which are substantially in one plane and seem to have been designed with special regard to their conspicuousness or association with entrance. Distinct from elevations (building divisions), which may constitute any side or face of a building or large interior space
Voorgevel	Front facade	Façade	Schauseite	AAT/Haslinghuis	Front (Eng)	Use for those surfaces or portions of objects that face forward or are regarded as the most important or useful. For the adjective describing the location of something at or near the front of something, use front from the Attributes and Properties hierarchy; Use for those exterior faces of a building which are substantially in one plane and seem to have been designed with special regard to their conspicuousness or association with entrance. Distinct from elevations (building divisions), which may constitute any side or face of a building or large interior space
Voorhuis	Entrance hall	Aire	Diele	AAT/Haslinghuis		
Voorhuis	Entrance hall	Aire	Flur	AAT/Haslinghuis		
Voorhuis	Entrance hall	Aire	Tenne	AAT/Haslinghuis		
voormarsra	fore topsail yard	vergue de petit hunier	Vormarsrah	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
voormarssteng	fore topmast	mât de hune	Fockstenge	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
voormarssteng	fore topmast	petit mât de hune	Fockstenge	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
voorraadkamer	pantry	dépense	Speisekammer	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
voorsteven	stem	étrave	Vordersteven 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
voorsteven	stem	étrave	Vorsteven	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
voorstevenplaat	prow block (stem) 	épaulure (de proue)	Bugholz (Vorderschiff) 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Vorst	Rooftop	Faîtage	First	AAT		Use for the intersections of the sloping sides of roofs
Vorst	Rooftop	piece faitière	First	AAT		Use for the intersections of the sloping sides of roofs
Vorst	Ridge (purlin)	Faîtage	Firstpfette	AAT/Haslinghuis		Use for the intersections of the sloping sides of roofs
Vorst	Ridge (purlin)	piece faitière	Firstpfette	AAT/Haslinghuis		Use for the intersections of the sloping sides of roofs
Vorst	Ridgepiece	Faîtage	Firstpfette	AAT/Haslinghuis		Use for the intersections of the sloping sides of roofs
Vorst	Ridgepiece	piece faitière	Firstpfette	AAT/Haslinghuis		Use for the intersections of the sloping sides of roofs
Vorstbalk	Ridge-beam	Faîtage	Firstbalken	Willy Tegel		
Vorstbalk	Ridge-beam	Faîte	Firstbalken	Willy Tegel		
Vrachtschip	Cargo vessel	bâtiment de commerce	Frachter	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Cargo vessel	Cargo	Frachter	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Freighter	bâtiment de commerce	Frachter	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Freighter	Cargo	Frachter	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Cargo vessel	bâtiment de commerce	Frachtschiff	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Cargo vessel	Cargo	Frachtschiff	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Freighter	bâtiment de commerce	Frachtschiff	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Freighter	Cargo	Frachtschiff	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Cargo vessel	bâtiment de commerce	Lastschiff	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Cargo vessel	Cargo	Lastschiff	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Freighter	bâtiment de commerce	Lastschiff	AAT	Freighter	Use for watercraft designed primarily to transport cargo
Vrachtschip	Freighter	Cargo	Lastschiff	AAT	Freighter	Use for watercraft designed primarily to transport cargo
vulstuk	filler 	cale de serrage	Futterholz 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
vulstuk	filler 	languette	Futterholz 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Waaggebouw	Weighhouse	Poids public	Waage	AAT		
Waaggebouw	Weighhouse	Poids public	Wiegehaus	AAT		
Wachtpost	Guard post	Poste de garde	Wachtposten	ABR		
Wachtpost	Guard post	Poste de guet	Wachtposten	ABR		
Wachtpost	Sentry	Poste de garde	Wachtposten	ABR		
Wachtpost	Sentry	Poste de guet	Wachtposten	ABR		
Wachtpost	Watch	Poste de garde	Wachtposten	ABR		
Wachtpost	Watch	Poste de guet	Wachtposten	ABR		
Wachttoren	Lookout tower	Tour de garde	Wachtturm	AAT		
Wachttoren	Watchtower	Tour de garde	Wachtturm	AAT		
Wagen	Vehicle	Véhicule	Fahrzeug	ABR		
Wagen	Vehicle	Véhicule	Wagen	ABR		
wagenschot	wainscot 	merrain	Wagenschoß 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Wal	Rampart	Rempart	Schutzwall	AAT/ABR	Bulwark (Eng)	Broad embankments or mounds of earth raised as a fortification
Wand	Wall	Pan de mur	Mauer	AAT/Haslinghuis		
Wand	Wall	Paroi	Mauer	AAT/Haslinghuis		
Wand	Wall	Pan de mur	Wand	AAT/Haslinghuis		Vertical architectural members used to define and divide spaces
Wand	Wall	Paroi	Wand	AAT/Haslinghuis		
Wandstijl	Wall piece	Poteau accolé	Wandpfosten	Haslinghuis		
Wandstijl	Wall post	Poteau contre le mur	Wandpfosten	Haslinghuis		
Wandstijl	Wall piece	Poteau accolé	Wandständer	Haslinghuis		
Wandstijl	Wall post	Poteau contre le mur	Wandständer	Haslinghuis		
wang	hound	jottereau	Backe	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
wang	tapered cheek	jumelle	Schalung	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
wangkraag	bibb	console jottereau	Backenkrage	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Wankant	Bad bevel	Déverse	Baumkante	Haslinghuis		
Wankant	Dull edge	Déverse	Baumkante	Haslinghuis		
Wankant	Wane	Déverse	Baumkante	Haslinghuis		
Wankant	Bad bevel	Déverse	Waldkante	Haslinghuis		
Wankant	Dull edge	Déverse	Waldkante	Haslinghuis		
Wankant	Wane	Déverse	Waldkante	Haslinghuis		
want	shroud	hauban	Want	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Wapen	Weapon	Arme	Waffe	ABR		
Waterburcht	Watercastle	Château-fort à douves	Wasserburg	Haslinghuis		
watergang	waterway	fourrure de gouttière	Wassergang	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Waterleiding	Canal	canalisation d'eau	Wasserleitung			
Waterleiding	Canal	Conduite d'eau	Wasserleitung			
Waterleiding	Canal	rigole	Wasserleitung			
Waterleiding	Water conduit	canalisation d'eau	Wasserleitung			
Waterleiding	Water conduit	Conduite d'eau	Wasserleitung			
Waterleiding	Water conduit	rigole	Wasserleitung			
Waterleiding	Water pipe	canalisation d'eau	Wasserleitung			
Waterleiding	Water pipe	Conduite d'eau	Wasserleitung			
Waterleiding	Water pipe	rigole	Wasserleitung			
waterlijn	line of flotation 	ligne de flottaison	Wasserlinie 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Watermolen	Water mill	Moulin à eau	Wassermühle			molens aangedreven door het water; gebruik poldermolens voor molens die water opvoeren met behulp van windkracht
Watermolen	Water mill	Moulin hydraulique	Wassermühle			molens aangedreven door het water; gebruik poldermolens voor molens die water opvoeren met behulp van windkracht
Watermolen	Water mill	pompe d'épuisement	Wassermühle			molens aangedreven door het water; gebruik poldermolens voor molens die water opvoeren met behulp van windkracht
Waterput	Water well	Cisterne	Brunnen	ABR/AAT/Haslinghuis		Use for wells sunk to extract water from a zone of saturation
Waterput	Well	Cisterne	Brunnen	ABR/AAT/Haslinghuis		Use for wells sunk to extract water from a zone of saturation
Waterradmolen	Water mill	Moulin hydraulique	Wassermühle	AAT		
waterschip (niet het vissersschip)	water carrier	bateau citerne	Wasserschiff	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
waterschip (niet het vissersschip)	water hoy	bateau citerne	Wasserschiff	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
Waterweg	Waterway	Voie d'eau	Wasserstrasse	ABR/AAT	Waterloop	Bodies of water serving as ways or routes for travel or transportation
Waterweg	Waterway	Voie navigable	Wasserstrasse	ABR/AAT	Waterloop	Bodies of water serving as ways or routes for travel or transportation
Weermuur	Defence wall	Courtine	Wehrmauer	Haslinghuis		
Weermuur	Defence wall	Mur de défense	Wehrmauer	Haslinghuis		
Weeshuis	Orphanage	Orphelinat	Waisenhaus	AAT/Haslinghuis		
Weg	Road	chemin	Weg, Strasse	AAT/ABR		
Weg	Road	Route	Weg, Strasse	AAT/ABR		
Weg	Way	chemin	Weg, Strasse	AAT/ABR		
Weg	Way	Route	Weg, Strasse	AAT/ABR		
weger	ceiling plank 	vaigre	Weger 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	ceiling	feuilles bretonnes	Innenplanke	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	ceiling	seuillet	Innenplanke	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	ceiling	vaigrage	Innenplanke	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	spirketting	feuilles bretonnes	Innenplanke	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	spirketting	seuillet	Innenplanke	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	spirketting	vaigrage	Innenplanke	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	ceiling	feuilles bretonnes	Wegerung	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	ceiling	seuillet	Wegerung	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	ceiling	vaigrage	Wegerung	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	spirketting	feuilles bretonnes	Wegerung	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	spirketting	seuillet	Wegerung	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
wegering	spirketting	vaigrage	Wegerung	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
